provider;imsi;pin;cert
424NSI;1000000000000423;1534;THIS IS MY CERT 1000000000000423
425NSI;1000000000000424;1535;THIS IS MY CERT 1000000000000424
426NSI;1000000000000425;1536;THIS IS MY CERT 1000000000000425
427NSI;1000000000000426;1537;THIS IS MY CERT 1000000000000426
428NSI;1000000000000427;1538;THIS IS MY CERT 1000000000000427
429NSI;1000000000000428;1539;THIS IS MY CERT 1000000000000428
430NSI;1000000000000429;1540;THIS IS MY CERT 1000000000000429
431NSI;1000000000000430;1541;THIS IS MY CERT 1000000000000430
432NSI;1000000000000431;1542;THIS IS MY CERT 1000000000000431
433NSI;1000000000000432;1543;THIS IS MY CERT 1000000000000432
434NSI;1000000000000433;1544;THIS IS MY CERT 1000000000000433
435NSI;1000000000000434;1545;THIS IS MY CERT 1000000000000434
436NSI;1000000000000435;1546;THIS IS MY CERT 1000000000000435
437NSI;1000000000000436;1547;THIS IS MY CERT 1000000000000436
438NSI;1000000000000437;1548;THIS IS MY CERT 1000000000000437
439NSI;1000000000000438;1549;THIS IS MY CERT 1000000000000438
440NSI;1000000000000439;1550;THIS IS MY CERT 1000000000000439
441NSI;1000000000000440;1551;THIS IS MY CERT 1000000000000440
442NSI;1000000000000441;1552;THIS IS MY CERT 1000000000000441
443NSI;1000000000000442;1553;THIS IS MY CERT 1000000000000442
444NSI;1000000000000443;1554;THIS IS MY CERT 1000000000000443
445NSI;1000000000000444;1555;THIS IS MY CERT 1000000000000444
446NSI;1000000000000445;1556;THIS IS MY CERT 1000000000000445
447NSI;1000000000000446;1557;THIS IS MY CERT 1000000000000446
448NSI;1000000000000447;1558;THIS IS MY CERT 1000000000000447
449NSI;1000000000000448;1559;THIS IS MY CERT 1000000000000448
450NSI;1000000000000449;1560;THIS IS MY CERT 1000000000000449
451NSI;1000000000000450;1561;THIS IS MY CERT 1000000000000450
452NSI;1000000000000451;1562;THIS IS MY CERT 1000000000000451
453NSI;1000000000000452;1563;THIS IS MY CERT 1000000000000452
454NSI;1000000000000453;1564;THIS IS MY CERT 1000000000000453
455NSI;1000000000000454;1565;THIS IS MY CERT 1000000000000454
456NSI;1000000000000455;1566;THIS IS MY CERT 1000000000000455
457NSI;1000000000000456;1567;THIS IS MY CERT 1000000000000456
458NSI;1000000000000457;1568;THIS IS MY CERT 1000000000000457
459NSI;1000000000000458;1569;THIS IS MY CERT 1000000000000458
460NSI;1000000000000459;1570;THIS IS MY CERT 1000000000000459
461NSI;1000000000000460;1571;THIS IS MY CERT 1000000000000460
462NSI;1000000000000461;1572;THIS IS MY CERT 1000000000000461
463NSI;1000000000000462;1573;THIS IS MY CERT 1000000000000462
464NSI;1000000000000463;1574;THIS IS MY CERT 1000000000000463
465NSI;1000000000000464;1575;THIS IS MY CERT 1000000000000464
466NSI;1000000000000465;1576;THIS IS MY CERT 1000000000000465
467NSI;1000000000000466;1577;THIS IS MY CERT 1000000000000466
468NSI;1000000000000467;1578;THIS IS MY CERT 1000000000000467
469NSI;1000000000000468;1579;THIS IS MY CERT 1000000000000468
470NSI;1000000000000469;1580;THIS IS MY CERT 1000000000000469
471NSI;1000000000000470;1581;THIS IS MY CERT 1000000000000470
472NSI;1000000000000471;1582;THIS IS MY CERT 1000000000000471
473NSI;1000000000000472;1583;THIS IS MY CERT 1000000000000472
474NSI;1000000000000473;1584;THIS IS MY CERT 1000000000000473
475NSI;1000000000000474;1585;THIS IS MY CERT 1000000000000474
476NSI;1000000000000475;1586;THIS IS MY CERT 1000000000000475
477NSI;1000000000000476;1587;THIS IS MY CERT 1000000000000476
478NSI;1000000000000477;1588;THIS IS MY CERT 1000000000000477
479NSI;1000000000000478;1589;THIS IS MY CERT 1000000000000478
480NSI;1000000000000479;1590;THIS IS MY CERT 1000000000000479
481NSI;1000000000000480;1591;THIS IS MY CERT 1000000000000480
482NSI;1000000000000481;1592;THIS IS MY CERT 1000000000000481
483NSI;1000000000000482;1593;THIS IS MY CERT 1000000000000482
484NSI;1000000000000483;1594;THIS IS MY CERT 1000000000000483
485NSI;1000000000000484;1595;THIS IS MY CERT 1000000000000484
486NSI;1000000000000485;1596;THIS IS MY CERT 1000000000000485
487NSI;1000000000000486;1597;THIS IS MY CERT 1000000000000486
488NSI;1000000000000487;1598;THIS IS MY CERT 1000000000000487
489NSI;1000000000000488;1599;THIS IS MY CERT 1000000000000488
490NSI;1000000000000489;1600;THIS IS MY CERT 1000000000000489
491NSI;1000000000000490;1601;THIS IS MY CERT 1000000000000490
492NSI;1000000000000491;1602;THIS IS MY CERT 1000000000000491
493NSI;1000000000000492;1603;THIS IS MY CERT 1000000000000492
494NSI;1000000000000493;1604;THIS IS MY CERT 1000000000000493
495NSI;1000000000000494;1605;THIS IS MY CERT 1000000000000494
496NSI;1000000000000495;1606;THIS IS MY CERT 1000000000000495
497NSI;1000000000000496;1607;THIS IS MY CERT 1000000000000496
498NSI;1000000000000497;1608;THIS IS MY CERT 1000000000000497
499NSI;1000000000000498;1609;THIS IS MY CERT 1000000000000498
500NSI;1000000000000499;1610;THIS IS MY CERT 1000000000000499
501NSI;1000000000000500;1611;THIS IS MY CERT 1000000000000500
502NSI;1000000000000501;1612;THIS IS MY CERT 1000000000000501
503NSI;1000000000000502;1613;THIS IS MY CERT 1000000000000502
504NSI;1000000000000503;1614;THIS IS MY CERT 1000000000000503
505NSI;1000000000000504;1615;THIS IS MY CERT 1000000000000504
506NSI;1000000000000505;1616;THIS IS MY CERT 1000000000000505
507NSI;1000000000000506;1617;THIS IS MY CERT 1000000000000506
508NSI;1000000000000507;1618;THIS IS MY CERT 1000000000000507
509NSI;1000000000000508;1619;THIS IS MY CERT 1000000000000508
510NSI;1000000000000509;1620;THIS IS MY CERT 1000000000000509
511NSI;1000000000000510;1621;THIS IS MY CERT 1000000000000510
512NSI;1000000000000511;1622;THIS IS MY CERT 1000000000000511
513NSI;1000000000000512;1623;THIS IS MY CERT 1000000000000512
514NSI;1000000000000513;1624;THIS IS MY CERT 1000000000000513
515NSI;1000000000000514;1625;THIS IS MY CERT 1000000000000514
516NSI;1000000000000515;1626;THIS IS MY CERT 1000000000000515
517NSI;1000000000000516;1627;THIS IS MY CERT 1000000000000516
518NSI;1000000000000517;1628;THIS IS MY CERT 1000000000000517
519NSI;1000000000000518;1629;THIS IS MY CERT 1000000000000518
520NSI;1000000000000519;1630;THIS IS MY CERT 1000000000000519
521NSI;1000000000000520;1631;THIS IS MY CERT 1000000000000520
522NSI;1000000000000521;1632;THIS IS MY CERT 1000000000000521
523NSI;1000000000000522;1633;THIS IS MY CERT 1000000000000522
524NSI;1000000000000523;1634;THIS IS MY CERT 1000000000000523
525NSI;1000000000000524;1635;THIS IS MY CERT 1000000000000524
526NSI;1000000000000525;1636;THIS IS MY CERT 1000000000000525
527NSI;1000000000000526;1637;THIS IS MY CERT 1000000000000526
528NSI;1000000000000527;1638;THIS IS MY CERT 1000000000000527
529NSI;1000000000000528;1639;THIS IS MY CERT 1000000000000528
530NSI;1000000000000529;1640;THIS IS MY CERT 1000000000000529
531NSI;1000000000000530;1641;THIS IS MY CERT 1000000000000530
532NSI;1000000000000531;1642;THIS IS MY CERT 1000000000000531
533NSI;1000000000000532;1643;THIS IS MY CERT 1000000000000532
534NSI;1000000000000533;1644;THIS IS MY CERT 1000000000000533
535NSI;1000000000000534;1645;THIS IS MY CERT 1000000000000534
536NSI;1000000000000535;1646;THIS IS MY CERT 1000000000000535
537NSI;1000000000000536;1647;THIS IS MY CERT 1000000000000536
538NSI;1000000000000537;1648;THIS IS MY CERT 1000000000000537
539NSI;1000000000000538;1649;THIS IS MY CERT 1000000000000538
540NSI;1000000000000539;1650;THIS IS MY CERT 1000000000000539
541NSI;1000000000000540;1651;THIS IS MY CERT 1000000000000540
542NSI;1000000000000541;1652;THIS IS MY CERT 1000000000000541
543NSI;1000000000000542;1653;THIS IS MY CERT 1000000000000542
544NSI;1000000000000543;1654;THIS IS MY CERT 1000000000000543
545NSI;1000000000000544;1655;THIS IS MY CERT 1000000000000544
546NSI;1000000000000545;1656;THIS IS MY CERT 1000000000000545
547NSI;1000000000000546;1657;THIS IS MY CERT 1000000000000546
548NSI;1000000000000547;1658;THIS IS MY CERT 1000000000000547
549NSI;1000000000000548;1659;THIS IS MY CERT 1000000000000548
550NSI;1000000000000549;1660;THIS IS MY CERT 1000000000000549
551NSI;1000000000000550;1661;THIS IS MY CERT 1000000000000550
552NSI;1000000000000551;1662;THIS IS MY CERT 1000000000000551
553NSI;1000000000000552;1663;THIS IS MY CERT 1000000000000552
554NSI;1000000000000553;1664;THIS IS MY CERT 1000000000000553
555NSI;1000000000000554;1665;THIS IS MY CERT 1000000000000554
556NSI;1000000000000555;1666;THIS IS MY CERT 1000000000000555
557NSI;1000000000000556;1667;THIS IS MY CERT 1000000000000556
558NSI;1000000000000557;1668;THIS IS MY CERT 1000000000000557
559NSI;1000000000000558;1669;THIS IS MY CERT 1000000000000558
560NSI;1000000000000559;1670;THIS IS MY CERT 1000000000000559
561NSI;1000000000000560;1671;THIS IS MY CERT 1000000000000560
562NSI;1000000000000561;1672;THIS IS MY CERT 1000000000000561
563NSI;1000000000000562;1673;THIS IS MY CERT 1000000000000562
564NSI;1000000000000563;1674;THIS IS MY CERT 1000000000000563
565NSI;1000000000000564;1675;THIS IS MY CERT 1000000000000564
566NSI;1000000000000565;1676;THIS IS MY CERT 1000000000000565
567NSI;1000000000000566;1677;THIS IS MY CERT 1000000000000566
568NSI;1000000000000567;1678;THIS IS MY CERT 1000000000000567
569NSI;1000000000000568;1679;THIS IS MY CERT 1000000000000568
570NSI;1000000000000569;1680;THIS IS MY CERT 1000000000000569
571NSI;1000000000000570;1681;THIS IS MY CERT 1000000000000570
572NSI;1000000000000571;1682;THIS IS MY CERT 1000000000000571
573NSI;1000000000000572;1683;THIS IS MY CERT 1000000000000572
574NSI;1000000000000573;1684;THIS IS MY CERT 1000000000000573
575NSI;1000000000000574;1685;THIS IS MY CERT 1000000000000574
576NSI;1000000000000575;1686;THIS IS MY CERT 1000000000000575
577NSI;1000000000000576;1687;THIS IS MY CERT 1000000000000576
578NSI;1000000000000577;1688;THIS IS MY CERT 1000000000000577
579NSI;1000000000000578;1689;THIS IS MY CERT 1000000000000578
580NSI;1000000000000579;1690;THIS IS MY CERT 1000000000000579
581NSI;1000000000000580;1691;THIS IS MY CERT 1000000000000580
582NSI;1000000000000581;1692;THIS IS MY CERT 1000000000000581
583NSI;1000000000000582;1693;THIS IS MY CERT 1000000000000582
584NSI;1000000000000583;1694;THIS IS MY CERT 1000000000000583
585NSI;1000000000000584;1695;THIS IS MY CERT 1000000000000584
586NSI;1000000000000585;1696;THIS IS MY CERT 1000000000000585
587NSI;1000000000000586;1697;THIS IS MY CERT 1000000000000586
588NSI;1000000000000587;1698;THIS IS MY CERT 1000000000000587
589NSI;1000000000000588;1699;THIS IS MY CERT 1000000000000588
590NSI;1000000000000589;1700;THIS IS MY CERT 1000000000000589
591NSI;1000000000000590;1701;THIS IS MY CERT 1000000000000590
592NSI;1000000000000591;1702;THIS IS MY CERT 1000000000000591
593NSI;1000000000000592;1703;THIS IS MY CERT 1000000000000592
594NSI;1000000000000593;1704;THIS IS MY CERT 1000000000000593
595NSI;1000000000000594;1705;THIS IS MY CERT 1000000000000594
596NSI;1000000000000595;1706;THIS IS MY CERT 1000000000000595
597NSI;1000000000000596;1707;THIS IS MY CERT 1000000000000596
598NSI;1000000000000597;1708;THIS IS MY CERT 1000000000000597
599NSI;1000000000000598;1709;THIS IS MY CERT 1000000000000598
600NSI;1000000000000599;1710;THIS IS MY CERT 1000000000000599
601NSI;1000000000000600;1711;THIS IS MY CERT 1000000000000600
602NSI;1000000000000601;1712;THIS IS MY CERT 1000000000000601
603NSI;1000000000000602;1713;THIS IS MY CERT 1000000000000602
604NSI;1000000000000603;1714;THIS IS MY CERT 1000000000000603
605NSI;1000000000000604;1715;THIS IS MY CERT 1000000000000604
606NSI;1000000000000605;1716;THIS IS MY CERT 1000000000000605
607NSI;1000000000000606;1717;THIS IS MY CERT 1000000000000606
608NSI;1000000000000607;1718;THIS IS MY CERT 1000000000000607
609NSI;1000000000000608;1719;THIS IS MY CERT 1000000000000608
610NSI;1000000000000609;1720;THIS IS MY CERT 1000000000000609
611NSI;1000000000000610;1721;THIS IS MY CERT 1000000000000610
612NSI;1000000000000611;1722;THIS IS MY CERT 1000000000000611
613NSI;1000000000000612;1723;THIS IS MY CERT 1000000000000612
614NSI;1000000000000613;1724;THIS IS MY CERT 1000000000000613
615NSI;1000000000000614;1725;THIS IS MY CERT 1000000000000614
616NSI;1000000000000615;1726;THIS IS MY CERT 1000000000000615
617NSI;1000000000000616;1727;THIS IS MY CERT 1000000000000616
618NSI;1000000000000617;1728;THIS IS MY CERT 1000000000000617
619NSI;1000000000000618;1729;THIS IS MY CERT 1000000000000618
620NSI;1000000000000619;1730;THIS IS MY CERT 1000000000000619
621NSI;1000000000000620;1731;THIS IS MY CERT 1000000000000620
622NSI;1000000000000621;1732;THIS IS MY CERT 1000000000000621
623NSI;1000000000000622;1733;THIS IS MY CERT 1000000000000622
624NSI;1000000000000623;1734;THIS IS MY CERT 1000000000000623
625NSI;1000000000000624;1735;THIS IS MY CERT 1000000000000624
626NSI;1000000000000625;1736;THIS IS MY CERT 1000000000000625
627NSI;1000000000000626;1737;THIS IS MY CERT 1000000000000626
628NSI;1000000000000627;1738;THIS IS MY CERT 1000000000000627
629NSI;1000000000000628;1739;THIS IS MY CERT 1000000000000628
630NSI;1000000000000629;1740;THIS IS MY CERT 1000000000000629
631NSI;1000000000000630;1741;THIS IS MY CERT 1000000000000630
632NSI;1000000000000631;1742;THIS IS MY CERT 1000000000000631
633NSI;1000000000000632;1743;THIS IS MY CERT 1000000000000632
634NSI;1000000000000633;1744;THIS IS MY CERT 1000000000000633
635NSI;1000000000000634;1745;THIS IS MY CERT 1000000000000634
636NSI;1000000000000635;1746;THIS IS MY CERT 1000000000000635
637NSI;1000000000000636;1747;THIS IS MY CERT 1000000000000636
638NSI;1000000000000637;1748;THIS IS MY CERT 1000000000000637
639NSI;1000000000000638;1749;THIS IS MY CERT 1000000000000638
640NSI;1000000000000639;1750;THIS IS MY CERT 1000000000000639
641NSI;1000000000000640;1751;THIS IS MY CERT 1000000000000640
642NSI;1000000000000641;1752;THIS IS MY CERT 1000000000000641
643NSI;1000000000000642;1753;THIS IS MY CERT 1000000000000642
644NSI;1000000000000643;1754;THIS IS MY CERT 1000000000000643
645NSI;1000000000000644;1755;THIS IS MY CERT 1000000000000644
646NSI;1000000000000645;1756;THIS IS MY CERT 1000000000000645
647NSI;1000000000000646;1757;THIS IS MY CERT 1000000000000646
648NSI;1000000000000647;1758;THIS IS MY CERT 1000000000000647
649NSI;1000000000000648;1759;THIS IS MY CERT 1000000000000648
650NSI;1000000000000649;1760;THIS IS MY CERT 1000000000000649
651NSI;1000000000000650;1761;THIS IS MY CERT 1000000000000650
652NSI;1000000000000651;1762;THIS IS MY CERT 1000000000000651
653NSI;1000000000000652;1763;THIS IS MY CERT 1000000000000652
654NSI;1000000000000653;1764;THIS IS MY CERT 1000000000000653
655NSI;1000000000000654;1765;THIS IS MY CERT 1000000000000654
656NSI;1000000000000655;1766;THIS IS MY CERT 1000000000000655
657NSI;1000000000000656;1767;THIS IS MY CERT 1000000000000656
658NSI;1000000000000657;1768;THIS IS MY CERT 1000000000000657
659NSI;1000000000000658;1769;THIS IS MY CERT 1000000000000658
660NSI;1000000000000659;1770;THIS IS MY CERT 1000000000000659
661NSI;1000000000000660;1771;THIS IS MY CERT 1000000000000660
662NSI;1000000000000661;1772;THIS IS MY CERT 1000000000000661
663NSI;1000000000000662;1773;THIS IS MY CERT 1000000000000662
664NSI;1000000000000663;1774;THIS IS MY CERT 1000000000000663
665NSI;1000000000000664;1775;THIS IS MY CERT 1000000000000664
666NSI;1000000000000665;1776;THIS IS MY CERT 1000000000000665
667NSI;1000000000000666;1777;THIS IS MY CERT 1000000000000666
668NSI;1000000000000667;1778;THIS IS MY CERT 1000000000000667
669NSI;1000000000000668;1779;THIS IS MY CERT 1000000000000668
670NSI;1000000000000669;1780;THIS IS MY CERT 1000000000000669
671NSI;1000000000000670;1781;THIS IS MY CERT 1000000000000670
672NSI;1000000000000671;1782;THIS IS MY CERT 1000000000000671
673NSI;1000000000000672;1783;THIS IS MY CERT 1000000000000672
674NSI;1000000000000673;1784;THIS IS MY CERT 1000000000000673
675NSI;1000000000000674;1785;THIS IS MY CERT 1000000000000674
676NSI;1000000000000675;1786;THIS IS MY CERT 1000000000000675
677NSI;1000000000000676;1787;THIS IS MY CERT 1000000000000676
678NSI;1000000000000677;1788;THIS IS MY CERT 1000000000000677
679NSI;1000000000000678;1789;THIS IS MY CERT 1000000000000678
680NSI;1000000000000679;1790;THIS IS MY CERT 1000000000000679
681NSI;1000000000000680;1791;THIS IS MY CERT 1000000000000680
682NSI;1000000000000681;1792;THIS IS MY CERT 1000000000000681
683NSI;1000000000000682;1793;THIS IS MY CERT 1000000000000682
684NSI;1000000000000683;1794;THIS IS MY CERT 1000000000000683
685NSI;1000000000000684;1795;THIS IS MY CERT 1000000000000684
686NSI;1000000000000685;1796;THIS IS MY CERT 1000000000000685
687NSI;1000000000000686;1797;THIS IS MY CERT 1000000000000686
688NSI;1000000000000687;1798;THIS IS MY CERT 1000000000000687
689NSI;1000000000000688;1799;THIS IS MY CERT 1000000000000688
690NSI;1000000000000689;1800;THIS IS MY CERT 1000000000000689
691NSI;1000000000000690;1801;THIS IS MY CERT 1000000000000690
692NSI;1000000000000691;1802;THIS IS MY CERT 1000000000000691
693NSI;1000000000000692;1803;THIS IS MY CERT 1000000000000692
694NSI;1000000000000693;1804;THIS IS MY CERT 1000000000000693
695NSI;1000000000000694;1805;THIS IS MY CERT 1000000000000694
696NSI;1000000000000695;1806;THIS IS MY CERT 1000000000000695
697NSI;1000000000000696;1807;THIS IS MY CERT 1000000000000696
698NSI;1000000000000697;1808;THIS IS MY CERT 1000000000000697
699NSI;1000000000000698;1809;THIS IS MY CERT 1000000000000698
700NSI;1000000000000699;1810;THIS IS MY CERT 1000000000000699
701NSI;1000000000000700;1811;THIS IS MY CERT 1000000000000700
702NSI;1000000000000701;1812;THIS IS MY CERT 1000000000000701
703NSI;1000000000000702;1813;THIS IS MY CERT 1000000000000702
704NSI;1000000000000703;1814;THIS IS MY CERT 1000000000000703
705NSI;1000000000000704;1815;THIS IS MY CERT 1000000000000704
706NSI;1000000000000705;1816;THIS IS MY CERT 1000000000000705
707NSI;1000000000000706;1817;THIS IS MY CERT 1000000000000706
708NSI;1000000000000707;1818;THIS IS MY CERT 1000000000000707
709NSI;1000000000000708;1819;THIS IS MY CERT 1000000000000708
710NSI;1000000000000709;1820;THIS IS MY CERT 1000000000000709
711NSI;1000000000000710;1821;THIS IS MY CERT 1000000000000710
712NSI;1000000000000711;1822;THIS IS MY CERT 1000000000000711
713NSI;1000000000000712;1823;THIS IS MY CERT 1000000000000712
714NSI;1000000000000713;1824;THIS IS MY CERT 1000000000000713
715NSI;1000000000000714;1825;THIS IS MY CERT 1000000000000714
716NSI;1000000000000715;1826;THIS IS MY CERT 1000000000000715
717NSI;1000000000000716;1827;THIS IS MY CERT 1000000000000716
718NSI;1000000000000717;1828;THIS IS MY CERT 1000000000000717
719NSI;1000000000000718;1829;THIS IS MY CERT 1000000000000718
720NSI;1000000000000719;1830;THIS IS MY CERT 1000000000000719
721NSI;1000000000000720;1831;THIS IS MY CERT 1000000000000720
722NSI;1000000000000721;1832;THIS IS MY CERT 1000000000000721
723NSI;1000000000000722;1833;THIS IS MY CERT 1000000000000722
724NSI;1000000000000723;1834;THIS IS MY CERT 1000000000000723
725NSI;1000000000000724;1835;THIS IS MY CERT 1000000000000724
726NSI;1000000000000725;1836;THIS IS MY CERT 1000000000000725
727NSI;1000000000000726;1837;THIS IS MY CERT 1000000000000726
728NSI;1000000000000727;1838;THIS IS MY CERT 1000000000000727
